Z9852,MN714184.1,99.982,16338,3,0,1,16338,1,16338,0.0,30155
Z9852,MT576746.1,99.982,16339,2,1,1,16338,1,16339,0.0,30155
Z9852,MN200885.1,99.976,16338,4,0,1,16338,1,16338,0.0,30149
Z9852,MN200883.1,99.976,16338,4,0,1,16338,1,16338,0.0,30149
Z9852,MN714190.1,99.976,16339,3,1,1,16338,1,16339,0.0,30149
Z9852,MN714177.1,99.976,16338,4,0,1,16338,1,16338,0.0,30149
Z9852,MT576756.1,99.969,16338,5,0,1,16338,1,16338,0.0,30143
Z9852,MT576736.1,99.969,16338,5,0,1,16338,1,16338,0.0,30143
Z9852,MT576732.1,99.969,16339,4,1,1,16338,1,16339,0.0,30143
Z9852,MT576750.1,99.969,16338,5,0,1,16338,1,16338,0.0,30143


