Z9867,MZ901641.1,98.923,16335,176,0,1,16335,1,16335,0.0,29508
Z9867,OR766860.1,98.923,16335,176,0,1,16335,1,16335,0.0,29505
Z9867,MZ901605.1,98.916,16335,176,1,1,16335,1,16334,0.0,29501
Z9867,OQ512992.1,98.910,16335,178,0,1,16335,1,16335,0.0,29497
Z9867,OQ512990.1,98.904,16336,177,2,1,16335,1,16335,0.0,29493
Z9867,MZ901610.1,98.904,16335,179,0,1,16335,1,16335,0.0,29493
Z9867,OQ513009.1,98.898,16337,178,1,1,16335,1,16337,0.0,29488
Z9867,OQ513020.1,98.898,16337,178,1,1,16335,1,16337,0.0,29488
Z9867,OQ513012.1,98.898,16337,178,1,1,16335,1,16337,0.0,29488
Z9867,MZ901687.1,98.898,16335,180,0,1,16335,1,16335,0.0,29488


