Z9863,OK375835.1,99.826,16105,27,1,220,16324,220,16323,0.0,29632
Z9863,OK375835.1,100.000,150,0,0,36,185,36,185,1.07e-70,278
Z9863,OK375843.1,99.826,16105,27,1,220,16324,220,16323,0.0,29632
Z9863,OK375843.1,100.000,150,0,0,36,185,36,185,1.07e-70,278
Z9863,OK375831.1,99.820,16105,28,1,220,16324,220,16323,0.0,29626
Z9863,OK375831.1,100.000,150,0,0,36,185,36,185,1.07e-70,278
Z9863,OK375848.1,99.820,16105,28,1,220,16324,220,16323,0.0,29626
Z9863,OK375848.1,100.000,150,0,0,36,185,36,185,1.07e-70,278
Z9863,OK375867.1,99.820,16105,28,1,220,16324,220,16323,0.0,29626
Z9863,OK375867.1,100.000,150,0,0,36,185,36,185,1.07e-70,278
Z9863,OK375841.1,99.820,16105,28,1,220,16324,220,16323,0.0,29626
Z9863,OK375841.1,100.000,150,0,0,36,185,36,185,1.07e-70,278
Z9863,OK375824.1,99.820,16105,28,1,220,16324,220,16323,0.0,29626
Z9863,OK375824.1,100.000,150,0,0,36,185,36,185,1.07e-70,278
Z9863,OK375829.1,99.820,16105,28,1,220,16324,220,16323,0.0,29626
Z9863,OK375829.1,100.000,150,0,0,36,185,36,185,1.07e-70,278
Z9863,OK375834.1,99.814,16106,28,2,220,16324,220,16324,0.0,29623
Z9863,OK375834.1,100.000,150,0,0,36,185,36,185,1.07e-70,278
Z9863,OK375839.1,99.814,16106,28,2,220,16324,220,16324,0.0,29623
Z9863,OK375839.1,100.000,150,0,0,36,185,36,185,1.07e-70,278


